,2021-12-31,中国电信携手中国信通院 深耕城市发展、产业升级和网信安全领域,--
1939,2021-07-30,Omdia观察系列：亚太电信市场近期重要新闻一览,C114通信网
1940,2021-07-30,中国电信IPO正式获批！分支机构超4万，成员企业达1400家！,Ofweek
1941,2021-07-30,中国电信广研院启动5G毫米波组网研究与试验相关采购，中兴中标,C114通信网
1942,2021-07-30,中国电信 拟首发A股 近104 亿！布局上千亿元项目！,证券之星
1943,2021-07-30,股民沸腾！中信证券继续唱多“电池茅”，“全仓冲”还是留一分清醒？大盘股中国电信下周打新，高盛：超配A股,中证报
1944,2021-07-30,【国君通信】运营商收入持续抬升，流量有企稳迹象—电信经济运行月报（6月）,微信
1945,2021-07-30,【国君通信|2021半年报点评】威胜信息：中报符合预期，全系业务稳中有进,微信
1946,2021-07-30,【港股通】中国电信获证监会核准A股发行 并公布招股意向书,凤凰网
1947,2021-07-30,A股主要指数均跌超1%：白酒、医药等消费股领跌，新能源逆势走强,格隆汇
1948,2021-07-30,中国电信IPO获批，募资540多亿，影响有多大？,证券之星
1949,2021-07-30,中国电信回A获批，募集资金高达544亿，已提前布局6G业务,资本邦
1950,2021-07-30,中国电信更新招股书 8月9日正式申购,中证网
1951,2021-07-30,滴滴否认私有化传闻，传搜狗核心团队将并入腾讯看点,投中网
1952,2021-07-30,港股开盘丨恒指跌1.04% 中国电信涨近1%,第一财经
1953,2021-07-30,中国电信(601728.SH)IPO拟发行不超103.96亿A股(绿鞋行使前) 8月5日定价、9日申购,格隆汇
1954,2021-07-30,中国电信上市申请获同意 将登陆上交所主板,零壹财经
1955,2021-07-30,岑智勇：期指盘路现端倪 8月大反弹可期,新浪
1956,2021-07-30,盘前情报丨创业板指收盘点位首超沪指；钠离子电池产业链潜在空间广阔,21世纪经济报道
1957,2021-07-30,宁德时代与华为同一天“出大招”；滴滴出行否认私有化传闻；证监会核准中国电信IPO，募资规模达544亿元,每经头条
1958,2021-07-30,巨丰早评：巨无霸上市获批 A股将检验反弹成果,巨丰财经
1959,2021-07-30,综合智能信息服务运营商中国电信(601728.SH)拟首次公开发行A股不超过103.96亿股,智通财经
1960,2021-07-30,新股发行与上市一览（7月30日）,Wind
1961,2021-07-30,巨丰早参：巨无霸中国电信获准上市！或引发资金波动 恐成下个中石油,巨丰财经
1962,2021-07-30,【经纬早班车】中国电信拟发行不超103.96亿股A股；易方达中小盘要更名,中新经纬
1963,2021-07-30,21Q2通信行业基金持仓概览：通信板块配置比例低 行业进入利润兑现期建议加大配置力度,新浪
1964,2021-07-30,A股头条：证监会核发中国电信IPO批文 8月1日起取消部分钢铁产品出口退税,金融界
1965,2021-07-30,坚持“四个必须” 提升服务实体经济能力,中证网
1966,2021-07-29,关于核准中国电信股份有限公司首次公开发行股票的批复,证监会
1967,2021-07-12,中国移动拟募资560亿元A股上市，或成近十年A股最大IPO,亿欧网
1968,2021-07-12,中国电信披露A股上市战略配售结果：华为B站等20家企业共获52亿股,亿欧网
1969,2021-07-12,中国电信回A上市，20家企业参与战略配售,亿欧网
1970,2021-07-12,中国电信A股申购开始，募资或达541亿元将成A股第五大IPO,亿欧网
1971,2021-07-05,行业观察|5G天线国产化加快 MIMO技术带动行业价值 5G基站建设将提速,财联社
1972,2021-06-30,【窥业绩】亮眼！上半年净利润591亿元，中国移动“回A”正全面推进,财华社
1973,2021-05-19,中国移动回归 三大运营商有望A股“团圆”,中国经营网
1974,2021-05-19,通信：在数字化转型中高质量发展,维库电子市场
1975,2021-05-19,中国移动启动A股上市：“搞钱”但不“割韭菜”,C114通信网
1976,2021-05-19,陕西电信携手华为打造5G智慧矿山，华为联合北京移动共同解决校园专网众多问题 | 36氪5G创新日报,36氪
1977,2021-05-19,看好5G收获期，机构抢筹电信运营商,Wind
1978,2021-05-19,三大通信运营商将会师A股 5G建设呈现加速态势,证券日报
1979,2021-05-18,中国移动官宣回归A股 中国移动拟申请A股上市,至诚财经
1980,2021-05-18,【预见】计划回A的中国移动有何看点？,财华社
1981,2021-05-18,中国移动回归A股 还是不是那只会赚钱的“金鸡”,金融投资报
1982,2021-05-18,中国电信总经理李正茂：将与合作伙伴一起开启5G的云手机时代,观察者网
1983,2021-05-18,中国移动“回A”：大船入水，水花四溅,格隆汇
1984,2021-05-18,【港股热点】中国移动大行情！宣布回归A股震撼市场 携手英特尔和联发科 打造新一代5G互联PC,--
1985,2021-05-18,电信服务行业：运营商龙头拟回A 价值重估开启,新浪
1986,2021-05-18,芯讯通参加中国电信5G物联网模组合作行动,飞象网
1987,2021-05-18,中国电信在ITU牵头完成基于共建共享网络的多媒体服务需求国际标准新立项,DoNews
1988,2021-05-18,又一超级巨无霸欲回A股！总市值约8200亿元,央视财经
1989,2021-05-18,5G年度报告：我国5G网络建设已进入高速增长期,中新网
1990,2021-05-18,一波“摘帽潮”来临，数据揭秘历史走势,Wind
1991,2021-05-18,重磅信号！中国移动官宣回归A股，陈光明旗下基金狂买28亿，三大运营商有望会师A股,21财经搜索
1992,2021-05-18,中国电信5G NB-IoT用户规模破1亿 5G窄带物联网规模全球第一,中国网
1993,2021-05-18,中国电信2021年引入光缆集采：规模可达210万芯公里,Ofweek
1994,2021-05-18,中国移动启动“回A”，三大运营商有望齐聚A股,资本邦
1995,2021-05-18,万亿巨头回归，哪些股要沸腾？陈光明基金狂买28亿,Wind
1996,2021-05-18,太平洋--通信行业周报：中国5G绝对领先，卫星互联网和运营商集采促进行业上行【行业研究】,金融界股吧
1997,2021-05-18,超级巨无霸！中国电信之后，近万亿市值中国移动官宣回A,每日经济新闻
1998,2021-05-18,通信行业周报：民航明确5G+ATG路径 “517电信日”强调数字化转型,新浪
1999,2021-05-18,深夜重磅！8200亿巨无霸宣布：回A股上市！,中国经济网
2000,2021-05-18,超级巨无霸又来了！万亿巨头重磅宣布：要来A股上市！日赚2.68亿，1.89亿5G用户,中国基金报
2001,2021-05-18,超级巨无霸!日赚2.68亿的中国移动宣布启动A股上市,每日经济新闻
2002,2021-05-18,中国移动重磅宣布：要来A股上市！日赚2.68亿1.89亿5G用户,中国基金报
2003,2021-05-18,超重磅！刚刚，万亿巨头官宣回归A股，哪些股票要沸腾？陈光明旗下基金狂买28亿，他嗅到了什么？,券商中国
2004,2021-05-18,三大运营商从美国退市 纷纷回归A股,快科技
2005,2021-05-17,8200亿电信巨无霸要登陆上交所，三大运营商有望会师A股,Wind
2006,2021-05-17,8200亿电信巨无霸要登陆上交所，中国移动拟募资发力5G,Wind
2007,2021-05-17,三大运营商有望会师A股！中国移动刚刚启动“回A”,中新经纬
2008,2021-05-17,深夜重磅！8200亿电信巨无霸要登陆上交所，中国移动拟募资发力5G，三大运营商有望会师A股,中证报
2009,2021-05-17,三大运营商统统进A股：中国移动将回上交所上市,IT之家
2010,2021-05-17,从电信和移动的A股计划筹资用途可见，5G、云网基建、科技创新基础设施建设均为未来的发展方向。,财华社
2011,2021-05-17,江苏电信“三千兆”智慧升级 引领智慧家庭“第二次革命”！,TechWeb
2012,2021-05-17,协创数据：正在积极争取电信客户订单,每日经济新闻
2013,2021-05-17,中国电信推出5G云套餐服务,中证网
2014,2021-05-17,中国电信5G云套餐 点亮美好数字生活新画卷,DoNews
2015,2021-05-17,中国电信总经理李正茂：实施云改数转 加快5G发展,TechWeb
2016,2021-05-17,工信部：我国建成全球规模最大5G独立组网网络,Wind
2017,2021-05-17,Omdia观察系列：亚太电信市场近期重要新闻一览,C114通信网
2018,2021-05-17,中国电信云计算内蒙古分公司切块施工框架采购，总预算3700万元,C114通信网
2019,2021-05-17,中国电信推出5G云套餐等多项举措 助力家庭、企业和政府的数字化转型,DoNews
2020,2021-05-17,信达证券--信达通信·产业追踪（12）：阿里资本开支实现大幅增长，云产业链持续复苏【行业研究】,金融界股吧
2021,2021-05-17,中国电信李正茂： 与联通共建共享，5G基站累计开通39万站,贝壳财经
2022,2021-05-17,新进网5G终端将默认开启SA功能，5G商用落地迎新进展,第一财经
2023,2021-05-17,通信行业周报：阿里涂鸦发布一季报 云物智联渗透提升,新浪
2024,2021-05-16,【兴证电子】周报：中芯超预期反应晶圆厂景气，数字化带动资本开支加速,兴证电子谢恒团队
2025,2021-05-15,中国电信湖北公司携手省住建厅、省广电发布全光家庭解决方案,长江商报
2026,2021-05-15,中国联通和华为召开5G-Advanced技术联合创新发布会，共推5G产业演进,Wind
2027,2021-05-15,东芝2020财年盈利1139亿日元；微信将不再提供小程序打开App技术服务｜Do早报,DoNews
2028,2021-05-15,撞脸Apple Watch！魅族手表现身中国电信：支持eSIM,快科技
2029,2021-05-15,民航“牵手”5G，产业链公司提前布局,Wind
2030,2021-05-14,魅族手表现身中国电信网站，支持eSIM卡,IT之家
2031,2021-05-14,中国电信：计划新增1亿个物联网连接，集采模组3000万片,Wind
2032,2021-05-14,中国电信发力数字乡村建设，服务乡村全面振兴,搜狐
2033,2021-05-14,CTWing 5.0发布，中国电信加速推进物联网深度赋能数字社会,C114通信网
2034,2021-05-14,深入推进物联网全面发展 中国电信联合产业链开展5G模组合作行动,DoNews
2035,2021-05-14,中国电信：2021年计划新增1亿物联网连接、集采物联网模组3000万片,Wind
2036,2021-05-14,中国电信：2021年计划新增1亿物联网连接、集采物联网模组3000万片,中证网
2037,2021-05-14,安信国际：首予中国电信(00728)“买入”评级 目标价3.35港元,智通财经
2038,2021-05-14,“民航+5G”要起飞？这些公司已提前布局,Wind
2039,2021-05-14,A股异动丨通宇通讯(002792.SZ)涨逾4% 预中标中国电信2021年基站天线集采项目,格隆汇
2040,2021-05-14,中国电信NB-IoT连接突破1亿，全球领先,C114通信网
2041,2021-05-14,广西推动中国电信“爱心翼站”建设,工信部
2042,2021-05-14,爱立信助力运营商打造5G极简网络，阜阳电信助力医院完成首例5G+远程超声会诊 | 36氪5G创新日报0513,36氪
2043,2021-05-14,通宇通讯：预中标中国电信基站天线采购项目,Wind
2044,2021-05-14,中国电信四川公司携手华为完成5G创新特性验证，打造领先的精品网络,C114通信网
2045,2021-05-13,一季度缺货潮中芯片两强格局形成，1亿多“5G用户”办了套餐没触网,Wind
2046,2021-05-13,科技硬件周报(5/1)：A股年报季收官 苹果业绩会广受关注,新浪
2047,2021-05-13,5G物联网加快行业数字化转型，电信升级物联网开放平台,奥一网
2048,2021-05-13,中国电信发布CTWing 5.0 赋能产业数字化转型,DoNews
2049,2021-05-13,天翼云大数据中心落地金昌,中国IDC圈
2050,2021-05-13,手机通信产业观察 | 一季度缺货潮中芯片两强格局形成 1亿多“5G用户”办了套餐没触网,每经头条
2051,2021-05-12,从运营商实践，看“智联多云”为何成为云化战略成功关键,C114通信网
2052,2021-05-12,通信行业：一季度通信持仓回升 运营商备受关注,新浪
2053,2021-05-12,通信行业20年报与21一季报总结：通信行业维持较快增长 估值整体处于低位 运营商板块业绩企稳回升,新浪
2054,2021-05-12,中国电信公示STN设备部分集采结果：华为、中兴、烽火和新华三中标,C114通信网
2055,2021-05-12,强强联合 天正电气携手中国电信助力客户产业升级,工业电器网
2056,2021-05-12,【通信】通信行业2021半年度投资策略兼一季报综述—看“低位”稳中求胜，乘“小而美”破浪启航,中银证券研究
2057,2021-05-12,美团抽佣学“出租车打表”；比亚迪拟将比亚迪半导体分拆至创业板上市；苹果在英国面临集体诉讼,每经头条
2058,2021-05-11,晚间要闻2021年5月11日星期二,Wind
2059,2021-05-11,中国电信完成上交所主板IPO辅导工作,e公司
2060,2021-05-11,中国电信首次发行A股上市辅导工作正式结束,Wind
2061,2021-05-11,中国电信首次发行A股上市辅导工作正式结束,金十数据
2062,2021-05-11,中国电信研究院张园当选ITU-T SG16 WP3联合主席,DoNews
2063,2021-05-11,通信行业2020年报及一季报综述：把握高景气 探索新赛道,新浪
