,2021-12-31,东方雨虹：公司会根据战略发展规划、市场需求及现有产能布局等因素合理安排产能投放计划,每日经济新闻
3298,2018-07-24,【平安建筑建材】东方雨虹-首次覆盖报告：工程与零售并举助推业绩高增长，防水龙头强者恒强,严究建筑建材
3299,2018-07-23,巨丰收评：权重股轮动推升指数,巨丰财经
3300,2018-07-23,基金2Q18持仓分析(钢铁、建材行业)：板块情绪仍低迷 建材环比明显减仓,中财网
3301,2018-07-23,[看好评级]建材行业18年中报前瞻：行业延续高增长 水泥板块表现亮眼,中财网
3302,2018-07-21,东方雨虹加入“救市”队伍资金兑付能力引深交所关注,中国经营报
3303,2018-07-19,东方雨虹今日大宗交易成交12.13万股，成交价16.5元折价-0.24%,Wind资讯
3304,2018-07-18,聚焦建筑改造维修 东方雨虹开启2018“建筑修缮元年”,中新网
3305,2018-07-16,[增持评级]建筑材料行业周报：需求降速、社融低于预期,中财网
3306,2018-07-13,数据王：场内资金跷跷板效应明显 两大板块两种策略,巨丰财经
3307,2018-07-13,研报精选：韬光养晦曙光初现 超算王者智领未来,和讯
3308,2018-07-13,东方雨虹获3位高管增持 同步释疑媒体报道,证券时报网
3309,2018-07-12,7月12日有66家公司获重要股东增减持 泛海控股已被连续增持63次,Wind
3310,2018-07-12,东方雨虹澄清相关报道 高管带头增持,e公司
3311,2018-07-12,东方雨虹：未侵害上市公司股东的利益,金融界
3312,2018-07-10,37股公告上修业绩 多股涨停价值重启(名单),证券时报
3313,2018-07-10,[推荐评级]非金属建材行业周报：把握中报超预期个股的反弹行情,中财网
3314,2018-07-09,东方雨虹：上半年净利润同比增25.26%（快报）,Wind
3315,2018-07-09,东方雨虹：2018年上半年净利润同比增25.26%（快报）,Wind
3316,2018-07-09,[增持评级]建材行业周观点：建材蓝筹具备估值吸引力,中财网
3317,2018-07-09,东方雨虹上半年营收同比增长30%至56亿元,乐居财经
3318,2018-07-09,深交所：支持上市公司及其大股东等回购增持股份,中证协
3319,2018-07-09,东方雨虹半年度净利6.18亿元 同比增长25%,中证网
3320,2018-07-09,午间公告：东方雨虹上半年净利润预增25% 裕兴股份拟回购股份,e公司
3321,2018-07-09,午间公告：东方雨虹上半年净利润预增25%，裕兴股份拟回购股份,Wind
3322,2018-07-09,东方雨虹与雄安设计中心达成合作,红周刊
3323,2018-07-09,“千人计划”特聘专家刘立志教授做客东方雨虹院士专家大讲堂,红周刊
3324,2018-07-09,东方雨虹与和昌集团建筑研究院达成战略合作,红周刊
3325,2018-07-06,深交所新闻发言人：支持具备条件的上市公司及其大股东依法合规回购增持股份,深交所
3326,2018-07-06,主力资金流入这些业绩暴增股 2股获机构大手笔买入,证券之星
3327,2018-07-06,行业发展趋势向上 东方雨虹回购股份提振信心,红周刊
3328,2018-07-06,深交所重磅表态 百亿元增量资金望入市(附股),证券日报
3329,2018-07-05,东方雨虹业绩实现高速增长 三大因素推动企业续写传奇,中新网
3330,2018-07-05,[优于大市评级]东方雨虹(002271)公司公告点评：回购彰显信心 看好公司长期成长,中财网
3331,2018-07-05,防水行业龙头 业绩高速增长,红周刊
3332,2018-07-03,东方雨虹工渠（中国）召开高效运营培训大会,红周刊
3333,2018-07-03,东方雨虹荣获“品牌管理实践奖”,红周刊
3334,2018-07-03,这些涨幅超10倍股年内超跌 多股中期业绩大幅预增,证券时报
3335,2018-07-03,十年涨幅超十倍股现调整 资金大量流入多股上涨,证券时报
3336,2018-07-03,控股股东高比例质押 东方雨虹跌停当晚急抛回购计划,全景网
3337,2018-07-03,东方雨虹：拟不超10亿元回购股份用于员工持股计划,金融界
3338,2018-07-03,产业资本积极“抄底”，逾30家公司发布回购及增持进展,证券时报
3339,2018-07-02,[公司]东方雨虹拟回购公司股份以实施员工持股计划,全景网
3340,2018-07-02,东方雨虹：拟回购不超10亿元用来实施员工持股计划，回购价不超22元/股,Wind
3341,2018-07-02,7月2日A股龙虎榜揭秘，机构抢筹8股,Wind
3342,2018-07-02,龙虎榜：指数新低游资继续活跃 一股回调完毕展开新高之旅,巨丰财经
3343,2018-07-02,跌停板解密：复牌股连续补跌重挫（7月2日）,Wind
3344,2018-07-02,龙虎榜 | 机构继续分化 回补力度加大,金融投资报
3345,2018-07-02,机构席位卖出中弘股份，东方雨虹现多空剧烈分歧,Wind
3346,2018-07-02,东方雨虹龙虎榜数据（7月2日）,Wind
3347,2018-07-02,[增持评级]建材行业周观点：建材蓝筹跌入价值区间,中财网
3348,2018-07-02,[增持评级]建筑材料行业周报：水泥需求不悲观,中财网
3349,2018-07-02,[增持评级]建筑材料行业周报：产能控制持续升级 强基本面支撑下把握情绪修复的绝对收益机会,中财网
3350,2018-07-01,5月广告市场回顾(传媒行业)：整体增速平稳 影院广告表现靓丽,中财网
3351,2018-06-29,东方雨虹参加济宁第二届防水工程技术交流会,红周刊
3352,2018-06-28,[优于大市评级]建筑材料行业深度报告：紧守现金流、确定性 拥抱龙头,中财网
3353,2018-06-28,甘肃五环公路工程有限公司考察东方雨虹,红周刊
3354,2018-06-27,[中性评级]建材行业2018年中期投资策略：存量博弈大时代 龙头掌握话语权,中财网
3355,2018-06-26,[优于大市评级]建筑材料行业跟踪报告：建材公司质押、增持、回购情况统计及经营能力分析,中财网
3356,2018-06-26,巨丰早参：沪深交易所证券业协会发声！股票质押风险可控,巨丰财经
3357,2018-06-25,东方雨虹参加开封市建筑防水质量提升技术交流会,红周刊
3358,2018-06-25,岳阳市委办老干部团调研东方雨虹岳阳生产基地,红周刊
3359,2018-06-22,建材行业2018年下半年投资策略：把握“微笑曲线”上的预期差,中财网
3360,2018-06-22,“虹人坦途”助力连淮扬镇铁路建设,红周刊
3361,2018-06-22,东方雨虹出席第62届欧洲质量组织年会,红周刊
3362,2018-06-20,广东东方雨虹助力华南理工参加绿色建筑竞赛,红周刊
3363,2018-06-19,广东东方雨虹助力佛山市顺德区安全生产观摩活动,红周刊
3364,2018-06-15,100万吨！东方雨虹携手四川绵竹政府投资新型绿色建筑材料,乐居财经
3365,2018-06-15,东方雨虹：子公司拟10亿元投建新型建筑材料项目,e公司
3366,2018-06-15,东方雨虹举行博士后出站答辩,红周刊
3367,2018-06-15,[增持评级]“比较发现价值”系列之四(建材行业)：阐释伟星新材估值逻辑 反观建材股独有优势,中财网
3368,2018-06-14,Christophe Thomas教授做客特种功能防水材料国家重点实验室院士专家大讲堂,红周刊
3369,2018-06-14,深圳东方雨虹与华森设计院开展防水技术交流,红周刊
3370,2018-06-13,[增持评级]2018年中期投资策略报告之建材行业篇：龙头受益集中度提升+全球化+多元协同,中财网
3371,2018-06-13,建德市人大常委会副书记童文扬调研杭州东方雨虹,红周刊
3372,2018-06-12,东方雨虹年报推10转6.9股派1.49元 股权登记6月19日,金融界
3373,2018-06-12,[增持评级]建筑材料行业周报：关注淡季限电可能性,中财网
3374,2018-06-12,[推荐评级]非金属建材行业周报：供给收缩下水泥有望淡季不淡 关注高景气细分行业龙头,中财网
3375,2018-06-12,东方雨虹入选社科院教学案例,红周刊
3376,2018-06-12,刘学岩博士做客特种功能材料国家重点实验室院士专家大讲堂,红周刊
3377,2018-06-12,东方雨虹建筑修缮（郑州）服务中心盛大开业,红周刊
3378,2018-06-08,东方雨虹：“雨虹转债”暂停转股,金融界
3379,2018-06-06,国家知识产权局专利局与东方雨虹举办主题联学活动,红周刊
3380,2018-06-06,东方雨虹荣获中海宏洋“优秀供应商奖”,红周刊
3381,2018-06-05,白马股重回A股舞台中央 6只超跌绩优股值得期待,证券日报
3382,2018-06-04,[增持评级]建材行业周观点：华东涨价超预期 淡季不淡有望大概率,中财网
3383,2018-06-04,中国科协军民融合联合体调研青岛东方雨虹,红周刊
3384,2018-06-04,学习、分享、传承——东方雨虹2018年内训师培养四川站,红周刊
3385,2018-06-04,锦州东方雨虹参加锦州市政府采购地工产品发布会,红周刊
3386,2018-06-04,广东东方雨虹助力惠州仲恺高新区防水质量观摩会,红周刊
3387,2018-06-04,[增持评级]建筑材料行业周报：为何旺季尾声水泥价格仍可能延续上扬?,中财网
3388,2018-06-04,[强于大市评级]建筑材料行业研究周报：低库存迎接淡季不淡 关注消费强韧性品种,中财网
3389,2018-06-01,唐山东方雨虹卷材车间单月产量创历史新高,红周刊
3390,2018-06-01,东方雨虹参加2018上海国际屋面防水展,红周刊
3391,2018-06-01,东方雨虹一举获评“中国企业信用500强”等多项荣誉,红周刊
3392,2018-05-31,5月31日有58家公司获重要股东增减持 中来股份已被连续减持48次,Wind
3393,2018-05-31,志同而谋，道合共进——南方路机与东方雨虹签订战略合作协议,慧聪网
3394,2018-05-30,中国防水展召开 东方雨虹推出“虹人”系列新产品,中新网
3395,2018-05-29,"东方雨虹:大跨越,从防水龙头到功能性建材巨头",广发证券
3396,2018-05-29,雄安新区全球推介活动激活人气 六股享大餐,证券日报
3397,2018-05-28,雄安全球推介活动激活人气 12只个股吸金1.44亿,证券日报
3398,2018-05-28,东方雨虹：DAW产品的品质优秀 具备足够的产品力,中金在线
3399,2018-05-28,沪深300和上证50等指数调整样本股,中证协
3400,2018-05-28,东方雨虹开展施工现场“四化”大检查,红周刊
3401,2018-05-28,东方雨虹助力洛阳防水培训技术交流会,红周刊
3402,2018-05-28,东方雨虹助力上海建筑用气密膜材料技术交流会,红周刊
3403,2018-05-28,东方雨虹获“发展建材服务业先进单位”荣誉称号,红周刊
3404,2018-05-28,东方雨虹助力上海科技节特色科普活动,红周刊
3405,2018-05-28,[买入评级]建筑材料行业跟踪：行业景气、公司成长是最好的防御,中财网
3406,2018-05-28,[增持评级]建筑材料行业周报：产能严控为淡季奠定较好基础 矿山、产线整改力度增强,中财网
3407,2018-05-27,沪深300、上证50等指数6月11日起调整样本股,Wind
3408,2018-05-25,芜湖东方雨虹首次出战生产运营中心技术比武,红周刊
3409,2018-05-24,东方雨虹多个生产基地举行技术比武,红周刊
3410,2018-05-24,东方雨虹建筑修缮服务中心举行高效运营培训大会,红周刊
3411,2018-05-24,东方雨虹：产品将有一定提价 以消化成本影响,e公司
3412,2018-05-24,[增持评级]科顺股份(300737)：防水材料卡位龙头 借力上市高速成长,中财网
3413,2018-05-23,东方雨虹与世源科技举办战略合作交流会,红周刊
3414,2018-05-23,上海东方雨虹参加2018年上海城市乐跑赛,红周刊
3415,2018-05-23,东方雨虹参加广西高速公路投资有限公司宣贯会,红周刊
3416,2018-05-22,[买入评级]建筑材料行业周报：需求韧性和结构分化共筑基本面的持续性,中财网
3417,2018-05-22,建筑材料2018年4月数据点评：需求如期反弹 结构好于总量,中财网
3418,2018-05-22,东方雨虹助力盐城建筑防水技术交流会,红周刊
3419,2018-05-22,东方雨虹获朗诗集团两项荣誉称号,红周刊
3420,2018-05-22,东方雨虹助力中国(国际)预制混凝土技术论坛,红周刊
3421,2018-05-22,百城千店落地，东方雨虹布局后建筑市场,新华网
3422,2018-05-21,河北省人大常委、财经委考察唐山东方雨虹,红周刊
3423,2018-05-21,东方雨虹与南通建筑设计院举行技术交流会,红周刊
3424,2018-05-18,山东诸城市委副书记、市长刘峰梅调研青岛东方雨虹,红周刊
3425,2018-05-17,陕西省决咨委调研组考察咸阳东方雨虹,红周刊
3426,2018-05-14,东方雨虹荣登2018中国品牌价值排行榜,红周刊
3427,2018-05-14,广东东方雨虹参加2018年“中国品牌日”质量品牌创新论坛,红周刊
3428,2018-05-14,建材：关注玻璃后续表现 荐14股,国信证券
3429,2018-05-14,[买入评级]建筑材料行业周报：高频数据显示4-5月行业环境向上 结构优于总量,中财网
3430,2018-05-14,[强于大市评级]建筑材料行业研究周报：华东需求不弱 关注区域水泥龙头,中财网
3431,2018-05-11,新加坡刘明博士做客东方雨虹国家重点实验室,红周刊
3432,2018-05-10,深圳市建筑工务署一行考察唐山东方雨虹,红周刊
3433,2018-05-10,[买入评级]非金属建材周报：水泥价格继续推涨,中财网
3434,2018-05-09,锦州市委副书记张军考察锦州东方雨虹,红周刊
3435,2018-05-09,[看好评级]建筑材料行业2017年报和2018年一季度报综述：供给影响收入增速向下利润增速向上,中财网
3436,2018-05-09,[增持评级]建筑材料行业周报：华东熟料超预期上涨五轮 “熟料资源化”加速,中财网
3437,2018-05-08,[买入评级]东方雨虹(002271)深度研究：大跨越 从防水龙头到功能性建材巨头,中财网
3438,2018-05-08,[超配评级]非金属建材行业周报：基本面表现尚好 投资可再乐观一些,中财网
3439,2018-05-08,[推荐评级]非金属建材行业2017年年报及2018年一季报小结：圆满的2017年 更好的2018年,中财网
3440,2018-05-08,东方雨虹：拟投资5000万元设立全资子公司,金融界
3441,2018-05-07,[强于大市评级]建筑材料行业研究周报：水泥价格环比继续上涨 水泥龙头公司业绩向好,中财网
