,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
3763,2018-06-24,德勤中国股市年中IPO盘点 新股数大幅下挫 下半年抱紧独角兽,搜狐
3764,2018-06-23,市值暴跌1500亿！富士康跌出一个中国联通，郭台铭：不关心！,搜狐
3765,2018-06-23,陈永正：制造业“双创” 赋能中小企业,电子信息产业网
3766,2018-06-23,富士康工业互联网股份有限公司与中国电子信息产业发展研究院签署工业互联网战略合作备忘录,电子信息产业网
3767,2018-06-23,分化的独角兽,中国经营报
3768,2018-06-23,宁德时代开板首日上演“过山车”行情,证券时报
3769,2018-06-22,郭台铭：最多10年时间，富士康将用机器人取代80%人力,澎湃新闻
3770,2018-06-22,宁德时代黯然开板、工业富联强势反弹，大盘企稳全靠独角兽异动？A股动向要锁定这只指标股！,每日经济新闻
3771,2018-06-22,宁德时代开板：引巨量资金博弈 一机构抢筹4.38亿元,中证网
3772,2018-06-22,数据王：科技股迎资金回流6股资金净流入均超1亿,巨丰财经
3773,2018-06-22,何小鹏：造车新势力做大必须具备三个条件,中国企业家网
3774,2018-06-22,68岁郭台铭：5年内绝不会退休，不关心富士康股价,澎湃新闻
3775,2018-06-22,郭台铭回应市值大缩水:现在是转型关键期 不关心股价,新浪
3776,2018-06-22,房租不断上涨！生存空间被不断压缩！年轻人真的要崩溃了！,环球老虎财经
3777,2018-06-22,和信投顾：独角兽周期或影响A股的市场格局,中金在线
3778,2018-06-22,午评：股指止跌回升 宁德时代结束连续涨停,e公司
3779,2018-06-22,宁德时代8连板后跌停又翻红 另两独角兽共缩水2000亿,新浪
3780,2018-06-22,传富士康旗下夏普收购东芝PC业务,e公司
3781,2018-06-22,郭台铭：富士康计划在10年内用机器人替代80%的工人,金融界
3782,2018-06-22,“独角兽”集体萎靡:宁德时代盘中跌停 富士康逼近破发,中国网
3783,2018-06-22,独角兽概念集体回暖，创业板指涨超2%,Wind
3784,2018-06-22,郭台铭：富士康正在为谷歌生产新的手持设备,Wind
3785,2018-06-22,市值蒸发过千亿 富士康转型咋就这么难？,搜狐
3786,2018-06-22,宁德时代开板大跌，A股低开高走创业板翻红,全景网
3787,2018-06-22,快讯：工业富联快速拉升大涨4% 成交额超12亿,证券时报
3788,2018-06-22,快讯：独角兽概念板块强势拉升 工业富联涨近4%,新浪
3789,2018-06-22,工业富联拉升翻红,每日经济新闻
3790,2018-06-22,格力全面屏手机曝光 产品推新难掩“强卖”隐忧,中国家电网
3791,2018-06-22,独角兽受难日：宁德时代开板大跌，A股全线重挫,全景网
3792,2018-06-22,工业富联直线攀升，目前涨逾3%,Wind
3793,2018-06-22,独角兽概念集体疲软，宁德时代打开一字涨停,Wind
3794,2018-06-22,工业富联是这轮下跌止跌与否的重要指标,阿尔法工场
3795,2018-06-22,曹中铭:独角兽基金只能带来有限的增量资金,中财网
3796,2018-06-22,富士康增加对Vizio投资，加强美国市场部署,新浪
3797,2018-06-21,逆境重生 夏普连续两年618夺冠背后我们看到了这些,凤凰网
3798,2018-06-21,收购东芝PC业务，富士康艰难转型,腾讯网
3799,2018-06-21,两大独角兽暴跌：市值蒸发2000亿 富士康逼近发行价,中国基金报
3800,2018-06-21,沪指创年内收盘新低 两个板块已提前见底——道达投资手记,每经网
3801,2018-06-21,5天蒸发1500亿！富士康已跌破首日收盘价，A股两大独角兽被困,和讯
3802,2018-06-21,“闪崩股”频现引舆论质疑 高比例股权质押成引爆点,中财网
3803,2018-06-21,工业富联市值蒸发1600亿 距离破发只差2个跌停,腾讯网
3804,2018-06-21,工业富联跌超8%：连跌5个交易日 市值蒸发1487亿,中国经济网
3805,2018-06-21,小米推迟CDR背后：估值争议 硬件企业极易触及天花板,砍柴网
3806,2018-06-21,4天市值蒸发超千亿，工业富联已经跌掉了一个宁德时代,财经网
3807,2018-06-21,工业富联重挫近6% 早盘低开低走直奔发行价,新浪
3808,2018-06-21,“独角兽”上市遇冰火两重天 持续性成长考验创新力,通信信息报
3809,2018-06-21,4天蒸发超千亿，这家独角兽企业跌出了一个宁德时代,国是直通车
3810,2018-06-21,不打价格战的夏普 在品牌积淀和富士康赋能下迎来新的增长极,腾讯网
3811,2018-06-21,次新股表现分化，工业富联连续5日下跌,Wind
3812,2018-06-21,东芝PC业务被迫卖出：富士康斥资4千万美金拿下,驱动之家
3813,2018-06-21,富士康7000万美元参股美电视品牌Vizio 意在代工合作,凤凰网
3814,2018-06-21,市值蒸发1189亿，富士康艰难转型,中国企业家杂志
3815,2018-06-21,市值蒸发1189亿 富士康艰难转型,中国企业家杂志
3816,2018-06-21,富士康如愿拿下东芝PC业务 但远比夏普“难啃”,腾讯网
3817,2018-06-21,曹中铭：过度追捧独角兽 或放大市场风险,中财网
3818,2018-06-21,工业富联四个交易日市值蒸发逾千亿，独角兽们到底怎么了？,搜狐
3819,2018-06-21,16家公司预计上半年净利超10亿元 工业富联力压千家居首,证券日报
3820,2018-06-20,创业板新“一哥”7天市值飙升800亿，马云旗下基金已赚上亿,每日经济新闻
3821,2018-06-20,工业富联连续四个交易日下跌 市值蒸发1154亿,中国经济网
3822,2018-06-20,中国需加速半导体自制 方能给美国最好的回击,上海有色
3823,2018-06-20,“富士康”市值缩水近1200亿,深圳商报
3824,2018-06-20,万科金地城中村改造惹争议,凤凰网
3825,2018-06-20,麒麟合盛筹谋A股首发 “小独角兽”IPO潜行,中证报
3826,2018-06-20,站C位，富士康工业互联网赋能中国制造,南方财富网
3827,2018-06-20,工业富联跌6%:5交易日缩水近1500亿 158亿资金遭坑杀,新浪
3828,2018-06-20,小米暂停CDR发行 独角兽新股缘何涨跌不同,第一财经日报
3829,2018-06-20,工业富联上市7天首现跌停,大众证券报
3830,2018-06-20,小米CDR发行临门生变 “四新”企业上市趋势不改,21世纪经济报道
3831,2018-06-19,京泉华跌停只因小米推迟CDR发行？,环球老虎财经
3832,2018-06-19,富士康跌停 新晋一哥宁德时代：还能接着数几个涨停,中证网
3833,2018-06-19,一线|工业富联再跌停 总市值蒸发千余亿,腾讯网
3834,2018-06-19,跌停板解密：千股跌停再度上演！（6月19日）,Wind
3835,2018-06-19,十大机构预测明日大盘走势 千股跌停能否砸出空头陷阱,证券之星
3836,2018-06-19,腾讯证券研究院|小米推迟CDR是理性选择 独角兽回归趋势未改,腾讯网
3837,2018-06-19,富士康概念股午后掀跌停潮 多股跌停,中财网
3838,2018-06-19,工业富联上市第七天就跌停，分析称估值过高继续看空,金融界
3839,2018-06-19,A股重演千股跌停？工业富联等500股跌停，千股跌幅超9%,澎湃新闻
3840,2018-06-19,"工业富联""大象""触跌停 四个交易日市值最多蒸发1189亿",中国经济网
3841,2018-06-19,工业富联午后触及跌停 换手率超15%,e公司
3842,2018-06-19,工业富联逼近跌停 4个交易日市值缩水超千亿,腾讯网
3843,2018-06-19,工业富联午后封死跌停板 成交额超35亿元,新浪
3844,2018-06-19,工业富联午后跌停，成交额35亿元,Wind
3845,2018-06-19,工业富联股价报21元 富士康股票3日跌超18%,金融界
3846,2018-06-19,小米推迟发行CDR并非坏事 减缓资金面压力,新浪
3847,2018-06-19,工业富联跌超7％:高点回落超20％ 4交易日缩水超千亿,新浪
3848,2018-06-19,工业富联逼近跌停，总市值回落至4000亿元,Wind
3849,2018-06-19,6月19日大盘早评：上证指数跌1.30% 富士康小米概念股暴跌,凤凰网
3850,2018-06-19,[互动]民德电子：与富士康合作主要是为其提供条码识读设备,全景网
3851,2018-06-19,独角兽排队上市背后的战略逻辑 :经济转向以创新驱动,财经网
3852,2018-06-19,小米12天闪电上会，独角兽频繁插队的背后原因是什么？,搜狐
3853,2018-06-19,富士康美国新总部曝光！至少能容纳500人,中关村在线
3854,2018-06-19,A股“假期综合征”：小米暂缓CDR，富士康4天蒸发1100亿,南都报
3855,2018-06-19,重返PC 夏普扩军不轻松,北京商报
3856,2018-06-18,华泰中小盘行业周报（第二十四周）,华泰中小市值
3857,2018-06-18,富士康北美总部落地密尔沃基，面板工厂2020年投产,Wind
3858,2018-06-18,12天闪电上会 ！小米CDR或募资300亿成2011年来最大IPO！,中财网
3859,2018-06-18,皮海洲:富士康不是中石油也不是药明康德,国际金融报
3860,2018-06-18,小米6月19日上会 CDR首单落地“读秒”,北京商报网
3861,2018-06-17,富士康北美总部曝光 将招收500名员工入驻,凤凰网
3862,2018-06-17,“工业富联模式”将更可能成后续独角兽CDR发行样板,新浪
3863,2018-06-17,正常审核IPO已减少逾4成，新经济企业将是未来主角？,21世纪经济报道
3864,2018-06-17,闪崩个股明显增加 大盘3000点多空或激烈争夺,大众证券报
3865,2018-06-17,小米CDR发行规模不少于50% 央行刊物:避免变成“毒角兽”,中财网
3866,2018-06-17,A股“大牛市”将再次上演？节后股市三大看点,中财网
3867,2018-06-17,济南实物数据王忠林会见富士康半导体次集团客人,元器件交易网
3868,2018-06-16,【A股舆情周评】“跑路”的华谊兄弟 “无主”的掌趣科技,搜狐
3869,2018-06-16,【平安】工业富联*601138*工业互联网蓄势待发，坐拥体量优势强者恒强*推荐,平安研究
3870,2018-06-16,A股阴跌不止 这类股已悄然启动,巨丰财经
3871,2018-06-16,小米将于6月19日上会 CDR排队时间仅12天,凤凰网
3872,2018-06-16,12天！小米CDR发行申请火速上会，刷新富士康光速IPO,21世纪经济报道
3873,2018-06-15,工业富联两天市值蒸发619亿 代工厂按高科技股估值？,中国经济网
3874,2018-06-15,今日上午主力资金流入哪些个股？,证券时报
3875,2018-06-15,工业富联再度大跌逾4%，昨日该股触及跌停,Wind
3876,2018-06-15,快讯：工业富联早盘一度跌超5% 现跌逾3%,新浪
3877,2018-06-15,快讯：工业富联下挫杀跌近5% 市值缩水至4300亿元,新浪
3878,2018-06-15,财经观察家 | 潘向东：疯狂的独角兽基金，是金子还是毒药？,巨丰财经
3879,2018-06-15,连续利空之下大盘不破3000，说明了什么？,阿尔法工场
3880,2018-06-15,“独角兽”正遭遇冰火两重天 工业富联盘中现跌停,北京日报
3881,2018-06-15,沪指创新低九成个股三年不赚钱 工业富联触及跌停独角兽回调风起,21世纪经济报道
3882,2018-06-15,郭台铭: 中国可以做出自己的芯片和操作系统,元器件交易网
3883,2018-06-15,工业富联股价走势“喜怒无常” 昨日盘中曾触及跌停,每日经济新闻
3884,2018-06-14,侃财丨调整的锅，工业富联一个人背不动,证券时报网
3885,2018-06-14,独角兽观察 | 天量成交后大幅杀跌，工业富联“蹦极”走势为哪般？,第一财经
3886,2018-06-14,在追赶茅台的半路上，富士康今天摔了下来：市值蒸发479亿,和讯
3887,2018-06-14,【解盘论市】沪指再创年内新低，危机之下值得配置防御性品种,Wind
3888,2018-06-14,一年亏掉400多亿的小米要发CDR了！发行不低于总股本7%， 募资超310亿,21世纪经济报道
3889,2018-06-14,【股添乐评】血本无归！员工持股计划爆仓 A股再现市值跌破10亿公司,中金在线
3890,2018-06-14,最前线 | 上市第五天逼近跌停，工业富联一时难甩掉制造业的帽子,36氪
3891,2018-06-14,[传闻求证]特变电工有一定数量的黄金储备？,全景网
3892,2018-06-14,市场用脚投票 工业富联第五个交易日股价几近跌停,财经网
3893,2018-06-14,A股的“黑周四”：工业富联逼近跌停、超10只闪崩恐吓坏市场,理财18
3894,2018-06-14,独角兽大跌 工业富联触及跌停药明康德大跌7％,金融界
3895,2018-06-14,工业富联开板次日股价大跌 盘中一度跌停,北京商报网
3896,2018-06-14,工业富联一度触及跌停,金融界
3897,2018-06-14,靴子落地大盘有望绝处逢生 闪崩股大增 分化格局鲜明！,证券之星
3898,2018-06-14,根正苗红“独角兽”刚上市就逼近跌停？“代工厂”工业富联尴尬了,云掌财经
3899,2018-06-14,工业富联触跌停一天市值蒸发479亿 高科技股毛利率低,中国经济网
3900,2018-06-14,工业富联尾盘触及跌停 成交近80亿元,e公司
3901,2018-06-14,沪指冲高回落续创一年新低 工业富联(601138-CN)触及跌停,财华社
3902,2018-06-14,巨丰收评：钢铁加入护盘队列 底部渐行渐近,巨丰财经
3903,2018-06-14,工业富联尾盘触及跌停，成交额超80亿元,Wind
3904,2018-06-14,A股午后跌幅扩大：“闪崩潮”再次来袭 工业富联逼近跌停,中财网
3905,2018-06-14,工业富联午后跌幅一度超9%,金融界
3906,2018-06-14,估值存较大争议！工工业富联重挫近9%,腾讯网
3907,2018-06-14,比起富士康，这个地雷更可怕,和讯
3908,2018-06-14,工业富联午后逼近跌停,红周刊
3909,2018-06-14,工业富联午后跌逾9% 成交近60亿元,证券时报网
3910,2018-06-14,快讯：工业富联午后跳水 大跌近8%,新浪
3911,2018-06-14,工业富联午后小幅跳水，成交额近50亿元,Wind
3912,2018-06-14,巨丰午评：金融股力挺大盘 量能仍是致命伤,巨丰财经
3913,2018-06-14,随锐将与富士康协作，共同赋能中小企,DoNews
3914,2018-06-14,连涨停数周 工业富联开板成交158亿,财界网
3915,2018-06-14,工业富联止步三连板 独角兽概念股接着咋操作,重庆商报
3916,2018-06-14,股市这十年的那些吸血鬼,环球老虎财经
3917,2018-06-14,工业富联开盘下跌4.7%,金融界
3918,2018-06-14,工业富联低开低走 成交金额近20亿元,证券时报网
3919,2018-06-14,工业富联低开低走，成交额已近17亿元,Wind
3920,2018-06-14,快讯：工业富联开盘重挫 股价跌幅近5%,新浪
3921,2018-06-14,富士康员工可6折申请万科定向配租房？万科否认：莫名其妙,证券时报网
3922,2018-06-14,中兴通讯跌停了，工业富联开板了，机构开始大逃亡,阿尔法工场
3923,2018-06-14,富士康两大消息抢头条，提前感受“中年的危机”,--
3924,2018-06-14,两市缩量弱势运行 扰动事件频出 投资仍需谨慎,大众证券报
3925,2018-06-14,耐心等待大盘真正筑底企稳 开启新一轮股市上涨周期,中财网
3926,2018-06-14,巨丰早参：美联储宣布加息25个基点 A股今日或将这么走,巨丰财经
3927,2018-06-14,股价是独角兽的试金石,金融投资报
3928,2018-06-14,养老金中央调剂，工业富联泄气了 | 财经日日评,吴晓波频道
3929,2018-06-14,工业富联吸金 沪指缩量跌近1%,新浪
3930,2018-06-14,夏普收购东芝PC业务重回个人电脑市场,南方日报
3931,2018-06-14,工业富联开板首日成交158亿 占沪市总成交额超一成,中国经济网
3932,2018-06-14,巨丰早评：3000点保卫战将打响,巨丰财经
3933,2018-06-14,“独角兽”工业富联3个涨停昨开板 机构建议投资者需格外谨慎,大众证券报
3934,2018-06-14,蓝筹市值更迭：能源退潮 新经济崛起,南都报
3935,2018-06-14,券商打新偏爱“独角兽”，平均获配超2万股,证券日报
3936,2018-06-14,工业富联开板成交158亿 机构席位集体抛售,证券时报
3937,2018-06-14,道达投资手记：股市不是生活的全部 我们还有世界杯,每日经济新闻
3938,2018-06-14,三个涨停就开板 工业富联遭机构集体抛售,每日经济新闻
3939,2018-06-13,工业富联“抽血”158亿 巨量资金博弈背后的估值之争,华夏时报
3940,2018-06-13,富士康开板，贡献超一成沪市成交额，机构坚决卖营业部坚决买，好戏还没完…,证券时报网
3941,2018-06-13,万科城中村房源6折给富士康员工？富士康：不属实,21世纪经济报道
3942,2018-06-13,3个涨停就开板、成交额高达沪市1成、机构集体大额抛售……这只独角兽新股还有戏吗？,每日经济新闻
3943,2018-06-13,工业富联“闪电”开板的背后,北京商报网
3944,2018-06-13,工业富联成交158亿 超过2700多只股票今年以来总成交额,证券时报
3945,2018-06-13,工业富联三个涨停就开板 投资者中一签仅赚万元？,新浪
3946,2018-06-13,万科城中村改造房六折租给富士康员工？万科回应：是误读,澎湃新闻
3947,2018-06-13,摩尔金融：工业富联开板吸金拖累指数，中兴几个跌停已有先例,理财18
3948,2018-06-13,工业富联：股票交易异常波动 无应披露而未披露信息,e公司
3949,2018-06-13,工业富联：股价异动，不存在应披露而未披露重大信息,Wind
